n,m,seed,sample,input_hamming_weight,u_fixed_points,v_fixed_points,uv_fixed_points,u_order,v_order,uv_order,u_cycle_type,v_cycle_type,uv_cycle_type
12,8,601,21,8,2,0,2,3,15,4,1-1-3-3,3-5,1-1-2-4
12,8,601,22,5,1,1,1,6,7,7,1-2-2-3,1-7,1-7
12,8,601,23,3,0,1,0,6,6,6,2-6,1-2-2-3,2-6
12,8,601,24,7,1,1,1,7,6,7,1-7,1-2-2-3,1-7
12,8,601,25,7,1,1,1,7,7,7,1-7,1-7,1-7
12,8,601,26,7,1,2,2,7,4,4,1-7,1-1-2-4,1-1-2-4
12,8,601,27,5,1,0,1,7,6,7,1-7,2-6,1-7
12,8,601,28,8,2,2,1,4,3,7,1-1-2-4,1-1-3-3,1-7
12,8,601,29,7,0,1,0,4,7,6,4-4,1-7,2-6
12,8,601,30,7,2,1,1,4,7,7,1-1-2-4,1-7,1-7
12,8,601,31,5,1,3,0,7,5,6,1-7,1-1-1-5,2-6
12,8,601,32,6,0,1,2,6,7,4,2-6,1-7,1-1-2-4
12,8,601,33,5,1,1,0,7,7,6,1-7,1-7,2-6
12,8,601,34,6,3,1,2,5,7,3,1-1-1-5,1-7,1-1-3-3
12,8,601,35,8,0,1,3,6,7,5,2-6,1-7,1-1-1-5
12,8,601,36,4,2,1,1,3,7,7,1-1-3-3,1-7,1-7
12,8,601,37,6,1,2,2,7,4,4,1-7,1-1-2-4,1-1-2-4
12,8,601,38,4,1,0,0,7,15,15,1-7,3-5,3-5
12,8,601,39,7,2,1,1,3,7,7,1-1-3-3,1-7,1-7
12,8,601,40,6,1,0,0,7,6,6,1-7,2-6,2-6
12,8,601,41,8,2,1,1,4,7,7,1-1-2-4,1-7,1-7
12,8,601,42,6,1,0,1,7,6,7,1-7,2-6,1-7
12,8,601,43,7,2,0,1,4,15,7,1-1-2-4,3-5,1-7
12,8,601,44,7,0,1,2,6,7,4,2-6,1-7,1-1-2-4
12,8,601,45,5,2,1,1,4,7,6,1-1-2-4,1-7,1-2-2-3
12,8,601,46,4,0,1,0,15,7,6,3-5,1-7,2-6
12,8,601,47,6,1,2,1,7,4,7,1-7,1-1-2-4,1-7
12,8,601,48,9,2,1,2,3,6,3,1-1-3-3,1-2-2-3,1-1-3-3
12,8,601,49,6,1,0,2,6,6,4,1-2-2-3,2-6,1-1-2-4
12,8,601,50,5,0,1,0,15,6,15,3-5,1-2-2-3,3-5
12,8,601,51,8,2,1,1,4,6,7,1-1-2-4,1-2-2-3,1-7
12,8,601,52,11,0,2,0,6,3,6,2-6,1-1-3-3,2-6
12,8,601,53,5,0,2,1,6,4,7,2-6,1-1-2-4,1-7
12,8,601,54,7,3,0,0,5,15,6,1-1-1-5,3-5,2-6
12,8,601,55,4,0,1,1,15,7,7,3-5,1-7,1-7
12,8,601,56,9,0,2,0,4,4,6,4-4,1-1-2-4,2-6
12,8,601,57,7,1,1,5,7,7,3,1-7,1-7,1-1-1-1-1-3
12,8,601,58,6,0,1,2,15,7,3,3-5,1-7,1-1-3-3
12,8,601,59,4,2,0,0,4,15,6,1-1-2-4,3-5,2-6
12,8,601,60,8,2,0,0,4,6,15,1-1-2-4,2-6,3-5
12,8,601,61,10,1,1,2,7,6,4,1-7,1-2-2-3,1-1-2-4
12,8,601,62,4,2,2,1,3,4,7,1-1-3-3,1-1-2-4,1-7
12,8,601,63,3,1,1,1,7,7,6,1-7,1-7,1-2-2-3
12,8,602,0,8,0,2,0,15,4,6,3-5,1-1-2-4,2-6
12,8,602,1,8,0,1,1,15,7,7,3-5,1-7,1-7
12,8,602,2,7,0,1,0,15,7,6,3-5,1-7,2-6
12,8,602,3,2,0,1,0,4,7,6,4-4,1-7,2-6
12,8,602,4,3,0,1,1,6,7,6,2-6,1-7,1-2-2-3
12,8,602,5,5,0,1,0,6,7,15,2-6,1-7,3-5
12,8,602,6,7,1,3,2,7,5,4,1-7,1-1-1-5,1-1-2-4
12,8,602,7,7,1,1,1,7,7,6,1-7,1-7,1-2-2-3
12,8,602,8,4,0,1,1,15,7,6,3-5,1-7,1-2-2-3
12,8,602,9,5,4,0,1,2,4,6,1-1-1-1-2-2,4-4,1-2-2-3
12,8,602,10,8,0,2,0,15,4,6,3-5,1-1-2-4,2-6
12,8,602,11,8,1,2,2,7,3,3,1-7,1-1-3-3,1-1-3-3
12,8,602,12,5,0,1,2,15,7,4,3-5,1-7,1-1-2-4
12,8,602,13,10,2,3,2,4,5,4,1-1-2-4,1-1-1-5,1-1-2-4
12,8,602,14,8,3,0,0,5,6,6,1-1-1-5,2-6,2-6
12,8,602,15,4,1,2,2,6,4,4,1-2-2-3,1-1-2-4,1-1-2-4
12,8,602,16,4,0,2,0,15,4,15,3-5,1-1-2-4,3-5
12,8,602,17,3,2,1,1,3,7,7,1-1-3-3,1-7,1-7
12,8,602,18,7,1,2,0,7,4,6,1-7,1-1-2-4,2-6
12,8,602,19,7,0,1,1,6,7,7,2-6,1-7,1-7
12,8,602,20,6,0,1,3,4,6,5,4-4,1-2-2-3,1-1-1-5
12,8,602,21,7,3,2,1,5,4,7,1-1-1-5,1-1-2-4,1-7
12,8,602,22,7,1,1,1,6,7,6,1-2-2-3,1-7,1-2-2-3
12,8,602,23,4,0,1,0,6,7,6,2-6,1-7,2-6
12,8,602,24,6,1,0,2,7,6,4,1-7,2-6,1-1-2-4
12,8,602,25,8,1,0,1,7,6,7,1-7,2-6,1-7
12,8,602,26,2,0,1,1,6,7,7,2-6,1-7,1-7
12,8,602,27,5,2,1,0,4,7,15,1-1-2-4,1-7,3-5
12,8,602,28,9,1,1,2,7,7,4,1-7,1-7,1-1-2-4
12,8,602,29,9,1,0,0,7,6,6,1-7,2-6,2-6
12,8,602,30,7,0,3,2,6,5,3,2-6,1-1-1-5,1-1-3-3
12,8,602,31,6,1,0,2,7,15,4,1-7,3-5,1-1-2-4
12,8,602,32,7,0,0,0,6,6,6,2-6,2-6,2-6
12,8,602,33,4,0,0,0,6,15,4,2-6,3-5,4-4
12,8,602,34,6,0,1,1,6,7,7,2-6,1-7,1-7
12,8,602,35,9,2,2,3,4,4,5,1-1-2-4,1-1-2-4,1-1-1-5
12,8,602,36,6,1,0,0,7,6,6,1-7,2-6,2-6
12,8,602,37,7,4,0,0,2,6,15,1-1-1-1-2-2,2-6,3-5
12,8,602,38,4,1,0,0,6,6,6,1-2-2-3,2-6,2-6
12,8,602,39,8,3,1,0,5,7,15,1-1-1-5,1-7,3-5
12,8,602,40,6,3,2,3,5,4,5,1-1-1-5,1-1-2-4,1-1-1-5
12,8,602,41,6,0,2,1,15,4,7,3-5,1-1-2-4,1-7
12,8,602,42,8,0,0,2,15,15,4,3-5,3-5,1-1-2-4
12,8,602,43,6,1,0,3,7,4,5,1-7,4-4,1-1-1-5
12,8,602,44,4,1,0,0,7,15,6,1-7,3-5,2-6
12,8,602,45,5,3,1,1,5,6,7,1-1-1-5,1-2-2-3,1-7
12,8,602,46,7,0,0,1,15,4,7,3-5,4-4,1-7
12,8,602,47,5,0,1,2,6,6,4,2-6,1-2-2-3,1-1-2-4
12,8,602,48,4,1,0,1,6,6,7,1-2-2-3,2-6,1-7
12,8,602,49,4,0,0,1,6,4,7,2-6,4-4,1-7
12,8,602,50,6,0,0,0,15,6,6,3-5,2-6,2-6
12,8,602,51,7,2,0,3,4,2,5,1-1-2-4,2-2-2-2,1-1-1-5
12,8,602,52,7,3,1,1,5,6,7,1-1-1-5,1-2-2-3,1-7
12,8,602,53,8,2,1,2,4,7,4,1-1-2-4,1-7,1-1-2-4
12,8,602,54,5,2,0,2,3,4,4,1-1-3-3,4-4,1-1-2-4
12,8,602,55,6,2,2,0,4,4,15,1-1-2-4,1-1-2-4,3-5
12,8,602,56,9,0,0,1,6,15,7,2-6,3-5,1-7
12,8,602,57,3,2,1,1,4,7,7,1-1-2-4,1-7,1-7
12,8,602,58,7,0,4,0,6,2,15,2-6,1-1-1-1-2-2,3-5
12,8,602,59,3,0,0,1,6,6,6,2-6,2-6,1-2-2-3
12,8,602,60,7,1,1,0,7,7,15,1-7,1-7,3-5
12,8,602,61,4,0,3,0,6,5,4,2-6,1-1-1-5,4-4
12,8,602,62,7,1,2,0,7,4,6,1-7,1-1-2-4,2-6
12,8,602,63,6,1,0,2,7,6,4,1-7,2-6,1-1-2-4
12,8,603,0,5,0,1,0,15,7,4,3-5,1-7,4-4
12,8,603,1,7,2,1,3,3,7,5,1-1-3-3,1-7,1-1-1-5
12,8,603,2,8,1,1,1,7,7,7,1-7,1-7,1-7
12,8,603,3,6,0,2,0,15,4,2,3-5,1-1-2-4,2-2-2-2
12,8,603,4,6,1,0,1,7,6,7,1-7,2-6,1-7
12,8,603,5,8,1,0,0,7,15,15,1-7,3-5,3-5
12,8,603,6,6,1,0,1,7,6,6,1-7,2-6,1-2-2-3
12,8,603,7,6,0,0,1,15,15,7,3-5,3-5,1-7
12,8,603,8,5,0,0,1,6,6,7,2-6,2-6,1-7
12,8,603,9,6,1,1,0,6,7,15,1-2-2-3,1-7,3-5
12,8,603,10,8,3,1,1,5,7,7,1-1-1-5,1-7,1-7
12,8,603,11,5,2,0,0,4,4,6,1-1-2-4,4-4,2-6
12,8,603,12,4,3,0,2,5,6,4,1-1-1-5,2-6,1-1-2-4
12,8,603,13,7,0,1,0,2,7,15,2-2-2-2,1-7,3-5
12,8,603,14,3,1,0,0,6,6,15,1-2-2-3,2-6,3-5
12,8,603,15,4,2,1,1,4,7,6,1-1-2-4,1-7,1-2-2-3
12,8,603,16,9,0,1,2,15,7,4,3-5,1-7,1-1-2-4
12,8,603,17,3,0,2,0,6,4,6,2-6,1-1-2-4,2-6
12,8,603,18,6,1,1,1,7,7,6,1-7,1-7,1-2-2-3
12,8,603,19,7,1,3,1,7,5,7,1-7,1-1-1-5,1-7
12,8,603,20,4,2,1,0,4,7,15,1-1-2-4,1-7,3-5
12,8,603,21,5,1,0,1,7,15,7,1-7,3-5,1-7
12,8,603,22,7,0,1,1,15,6,7,3-5,1-2-2-3,1-7
12,8,603,23,6,0,2,0,6,4,4,2-6,1-1-2-4,4-4
12,8,603,24,6,0,0,1,6,6,6,2-6,2-6,1-2-2-3
12,8,603,25,5,3,3,1,5,5,7,1-1-1-5,1-1-1-5,1-7
12,8,603,26,4,0,0,2,6,6,4,2-6,2-6,1-1-2-4
12,8,603,27,2,0,4,0,4,2,6,4-4,1-1-1-1-2-2,2-6
12,8,603,28,4,0,3,0,6,5,6,2-6,1-1-1-5,2-6
12,8,603,29,2,0,0,3,15,4,5,3-5,4-4,1-1-1-5
12,8,603,30,8,1,2,1,7,4,6,1-7,1-1-2-4,1-2-2-3
12,8,603,31,7,1,2,1,7,4,7,1-7,1-1-2-4,1-7
12,8,603,32,9,2,0,1,4,15,6,1-1-2-4,3-5,1-2-2-3
12,8,603,33,9,2,2,2,4,3,3,1-1-2-4,1-1-3-3,1-1-3-3
12,8,603,34,6,1,0,2,7,15,4,1-7,3-5,1-1-2-4
12,8,603,35,7,3,2,1,5,3,7,1-1-1-5,1-1-3-3,1-7
12,8,603,36,6,1,2,0,7,4,15,1-7,1-1-2-4,3-5
12,8,603,37,10,1,3,0,7,5,15,1-7,1-1-1-5,3-5
12,8,603,38,10,1,1,1,7,7,7,1-7,1-7,1-7
12,8,603,39,6,1,1,3,7,7,5,1-7,1-7,1-1-1-5
12,8,603,40,7,1,0,0,6,6,6,1-2-2-3,2-6,2-6
12,8,603,41,5,1,2,0,7,3,6,1-7,1-1-3-3,2-6
12,8,603,42,5,0,0,3,6,6,5,2-6,2-6,1-1-1-5
12,8,603,43,8,0,1,0,15,7,6,3-5,1-7,2-6
12,8,603,44,7,0,2,1,6,4,6,2-6,1-1-2-4,1-2-2-3
12,8,603,45,6,0,0,3,15,6,5,3-5,2-6,1-1-1-5
12,8,603,46,2,0,0,0,15,6,15,3-5,2-6,3-5
12,8,603,47,6,3,0,0,5,6,4,1-1-1-5,2-6,4-4
12,8,603,48,5,2,2,1,4,4,7,1-1-2-4,1-1-2-4,1-7
12,8,603,49,5,0,0,0,15,15,6,3-5,3-5,2-6
12,8,603,50,10,0,1,0,4,7,15,4-4,1-7,3-5
12,8,603,51,7,0,2,3,6,4,5,2-6,1-1-2-4,1-1-1-5
12,8,603,52,6,0,1,1,6,7,7,2-6,1-7,1-7
12,8,603,53,4,0,0,1,4,15,6,4-4,3-5,1-2-2-3
12,8,603,54,6,0,1,0,4,7,6,4-4,1-7,2-6
12,8,603,55,6,0,1,0,4,7,2,4-4,1-7,2-2-2-2
12,8,603,56,6,2,0,0,4,2,4,1-1-2-4,2-2-2-2,4-4
12,8,603,57,4,0,2,1,15,3,7,3-5,1-1-3-3,1-7
12,8,603,58,6,1,2,3,7,3,5,1-7,1-1-3-3,1-1-1-5
12,8,603,59,4,1,0,1,7,6,6,1-7,2-6,1-2-2-3
12,8,603,60,4,1,0,1,7,6,7,1-7,2-6,1-7
12,8,603,61,6,1,3,0,7,5,15,1-7,1-1-1-5,3-5
12,8,603,62,8,0,3,1,6,5,7,2-6,1-1-1-5,1-7
12,8,603,63,4,1,1,1,7,6,7,1-7,1-2-2-3,1-7
16,8,601,0,6,5,0,0,3,6,15,1-1-1-1-1-3,2-6,3-5
16,8,601,1,5,1,1,1,6,6,6,1-2-2-3,1-2-2-3,1-2-2-3
16,8,601,2,9,0,1,0,15,7,6,3-5,1-7,2-6
16,8,601,3,9,2,1,0,4,7,6,1-1-2-4,1-7,2-6
16,8,601,4,7,0,1,2,6,6,4,2-6,1-2-2-3,1-1-2-4
16,8,601,5,10,2,2,0,4,4,15,1-1-2-4,1-1-2-4,3-5
16,8,601,6,8,1,2,0,7,4,6,1-7,1-1-2-4,2-6
16,8,601,7,6,0,0,1,6,15,7,2-6,3-5,1-7
16,8,601,8,12,0,0,0,6,15,6,2-6,3-5,2-6
16,8,601,9,9,0,2,1,4,4,7,4-4,1-1-2-4,1-7
16,8,601,10,9,0,2,0,15,4,15,3-5,1-1-2-4,3-5
16,8,601,11,8,1,0,1,7,15,6,1-7,3-5,1-2-2-3
16,8,601,12,5,0,2,0,15,4,6,3-5,1-1-2-4,2-6
16,8,601,13,7,2,0,0,4,6,6,1-1-2-4,2-6,2-6
16,8,601,14,8,2,3,0,4,5,6,1-1-2-4,1-1-1-5,2-6
16,8,601,15,8,0,1,3,4,7,5,4-4,1-7,1-1-1-5
16,8,601,16,10,2,3,0,3,5,6,1-1-3-3,1-1-1-5,2-6
16,8,601,17,4,2,2,0,3,4,4,1-1-3-3,1-1-2-4,4-4
16,8,601,18,9,1,1,1,7,7,7,1-7,1-7,1-7
16,8,601,19,7,0,0,2,15,15,4,3-5,3-5,1-1-2-4
16,8,601,20,7,1,1,3,7,7,5,1-7,1-7,1-1-1-5
16,8,601,21,9,3,0,0,5,15,6,1-1-1-5,3-5,2-6
16,8,601,22,6,1,1,1,7,6,6,1-7,1-2-2-3,1-2-2-3
16,8,601,23,4,5,1,1,3,7,7,1-1-1-1-1-3,1-7,1-7
16,8,601,24,9,1,3,0,6,5,15,1-2-2-3,1-1-1-5,3-5
16,8,601,25,11,1,1,1,6,7,7,1-2-2-3,1-7,1-7
16,8,601,26,8,1,1,1,7,6,7,1-7,1-2-2-3,1-7
16,8,601,27,7,1,1,1,7,6,7,1-7,1-2-2-3,1-7
16,8,601,28,10,0,0,1,15,4,6,3-5,4-4,1-2-2-3
16,8,601,29,11,1,0,1,7,6,6,1-7,2-6,1-2-2-3
16,8,601,30,10,0,0,1,15,4,7,3-5,4-4,1-7
16,8,601,31,7,0,1,0,15,6,15,3-5,1-2-2-3,3-5
16,8,601,32,7,1,3,1,7,5,7,1-7,1-1-1-5,1-7
16,8,601,33,8,2,1,0,4,7,4,1-1-2-4,1-7,4-4
16,8,601,34,8,1,0,1,7,6,7,1-7,2-6,1-7
16,8,601,35,9,2,1,0,4,7,2,1-1-2-4,1-7,2-2-2-2
16,8,601,36,7,0,0,0,4,6,15,4-4,2-6,3-5
16,8,601,37,8,3,1,2,5,7,4,1-1-1-5,1-7,1-1-2-4
16,8,601,38,7,1,0,0,7,6,6,1-7,2-6,2-6
16,8,601,39,9,0,1,0,6,6,15,2-6,1-2-2-3,3-5
16,8,601,40,8,2,2,1,4,4,7,1-1-2-4,1-1-2-4,1-7
16,8,601,41,8,2,1,2,4,6,3,1-1-2-4,1-2-2-3,1-1-3-3
16,8,601,42,7,1,0,2,7,6,4,1-7,2-6,1-1-2-4
16,8,601,43,10,1,0,0,7,4,15,1-7,4-4,3-5
16,8,601,44,9,2,1,3,4,6,5,1-1-2-4,1-2-2-3,1-1-1-5
16,8,601,45,8,0,2,0,6,3,15,2-6,1-1-3-3,3-5
16,8,601,46,7,0,0,0,6,4,15,2-6,4-4,3-5
16,8,601,47,6,0,0,2,15,6,3,3-5,2-6,1-1-3-3
16,8,601,48,10,0,0,1,6,4,7,2-6,4-4,1-7
16,8,601,49,6,1,0,1,7,15,7,1-7,3-5,1-7
16,8,601,50,6,2,1,0,3,7,6,1-1-3-3,1-7,2-6
16,8,601,51,9,0,1,0,15,7,6,3-5,1-7,2-6
16,8,601,52,12,1,0,1,7,6,7,1-7,2-6,1-7
16,8,601,53,8,0,0,1,15,6,7,3-5,2-6,1-7
16,8,601,54,9,2,3,0,4,5,4,1-1-2-4,1-1-1-5,4-4
16,8,601,55,5,0,1,0,6,7,2,2-6,1-7,2-2-2-2
16,8,601,56,11,1,2,3,7,4,5,1-7,1-1-2-4,1-1-1-5
16,8,601,57,7,1,1,3,7,7,5,1-7,1-7,1-1-1-5
16,8,601,58,9,1,1,0,7,7,6,1-7,1-7,2-6
16,8,601,59,6,0,0,2,15,6,4,3-5,2-6,1-1-2-4
16,8,601,60,10,0,0,0,4,15,15,4-4,3-5,3-5
16,8,601,61,12,1,1,2,7,7,4,1-7,1-7,1-1-2-4
16,8,601,62,5,0,0,0,15,6,6,3-5,2-6,2-6
16,8,601,63,7,0,0,2,6,6,4,2-6,2-6,1-1-2-4
16,8,602,0,9,0,0,1,6,6,7,2-6,2-6,1-7
16,8,602,1,10,1,0,0,7,15,6,1-7,3-5,2-6
16,8,602,2,9,1,1,0,7,7,4,1-7,1-7,4-4
16,8,602,3,4,2,1,1,4,6,7,1-1-2-4,1-2-2-3,1-7
16,8,602,4,4,0,1,0,6,7,6,2-6,1-7,2-6
16,8,602,5,5,1,1,1,7,6,7,1-7,1-2-2-3,1-7
16,8,602,6,8,0,0,0,6,6,15,2-6,2-6,3-5
16,8,602,7,10,0,2,1,15,4,7,3-5,1-1-2-4,1-7
16,8,602,8,6,1,3,1,6,5,7,1-2-2-3,1-1-1-5,1-7
16,8,602,9,6,1,1,2,7,7,4,1-7,1-7,1-1-2-4
16,8,602,10,9,3,1,0,5,7,15,1-1-1-5,1-7,3-5
16,8,602,11,9,0,1,0,15,7,2,3-5,1-7,2-2-2-2
16,8,602,12,6,0,1,3,4,7,5,4-4,1-7,1-1-1-5
16,8,602,13,12,0,2,0,15,4,6,3-5,1-1-2-4,2-6
16,8,602,14,12,1,1,1,6,6,7,1-2-2-3,1-2-2-3,1-7
16,8,602,15,6,1,0,1,7,6,7,1-7,2-6,1-7
16,8,602,16,7,2,1,2,3,7,4,1-1-3-3,1-7,1-1-2-4
16,8,602,17,4,2,1,0,3,7,15,1-1-3-3,1-7,3-5
16,8,602,18,9,2,0,0,4,15,6,1-1-2-4,3-5,2-6
16,8,602,19,8,2,4,1,4,2,7,1-1-2-4,1-1-1-1-2-2,1-7
16,8,602,20,10,0,1,1,15,7,7,3-5,1-7,1-7
16,8,602,21,9,1,1,0,7,7,15,1-7,1-7,3-5
16,8,602,22,9,0,1,1,15,7,6,3-5,1-7,1-2-2-3
16,8,602,23,6,1,2,1,7,4,7,1-7,1-1-2-4,1-7
16,8,602,24,9,0,2,0,6,4,6,2-6,1-1-2-4,2-6
16,8,602,25,11,0,0,0,6,15,6,2-6,3-5,2-6
16,8,602,26,4,1,1,1,7,7,7,1-7,1-7,1-7
16,8,602,27,8,1,1,0,7,6,4,1-7,1-2-2-3,4-4
16,8,602,28,12,1,2,0,6,4,15,1-2-2-3,1-1-2-4,3-5
16,8,602,29,12,2,1,0,4,7,6,1-1-2-4,1-7,2-6
16,8,602,30,8,0,1,2,6,7,4,2-6,1-7,1-1-2-4
16,8,602,31,6,2,3,1,3,5,7,1-1-3-3,1-1-1-5,1-7
16,8,602,32,9,0,0,1,2,6,6,2-2-2-2,2-6,1-2-2-3
16,8,602,33,6,0,0,1,6,6,7,2-6,2-6,1-7
16,8,602,34,8,1,1,0,7,6,15,1-7,1-2-2-3,3-5
16,8,602,35,11,1,1,2,7,7,4,1-7,1-7,1-1-2-4
16,8,602,36,9,1,0,1,7,15,6,1-7,3-5,1-2-2-3
16,8,602,37,8,0,3,0,15,5,6,3-5,1-1-1-5,2-6
16,8,602,38,4,1,0,0,7,15,15,1-7,3-5,3-5
16,8,602,39,8,1,1,0,7,7,15,1-7,1-7,3-5
16,8,602,40,10,0,1,2,15,7,4,3-5,1-7,1-1-2-4
16,8,602,41,8,0,0,2,4,15,4,4-4,3-5,1-1-2-4
16,8,602,42,10,1,2,0,6,3,6,1-2-2-3,1-1-3-3,2-6
16,8,602,43,10,2,0,2,3,15,4,1-1-3-3,3-5,1-1-2-4
16,8,602,44,7,1,1,3,6,7,5,1-2-2-3,1-7,1-1-1-5
16,8,602,45,7,0,1,0,6,7,15,2-6,1-7,3-5
16,8,602,46,9,0,0,1,6,6,7,2-6,2-6,1-7
16,8,602,47,7,0,0,1,6,6,6,2-6,2-6,1-2-2-3
16,8,602,48,7,0,1,0,4,7,15,4-4,1-7,3-5
16,8,602,49,7,1,1,1,7,6,6,1-7,1-2-2-3,1-2-2-3
16,8,602,50,8,1,0,2,7,4,3,1-7,4-4,1-1-3-3
16,8,602,51,10,1,1,0,7,7,6,1-7,1-7,2-6
16,8,602,52,10,0,2,0,6,3,6,2-6,1-1-3-3,2-6
16,8,602,53,10,2,0,0,4,6,4,1-1-2-4,2-6,4-4
16,8,602,54,7,0,2,1,15,3,7,3-5,1-1-3-3,1-7
16,8,602,55,7,2,1,2,4,7,4,1-1-2-4,1-7,1-1-2-4
16,8,602,56,9,0,3,2,6,5,4,2-6,1-1-1-5,1-1-2-4
16,8,602,57,4,0,1,1,6,7,7,2-6,1-7,1-7
16,8,602,58,9,0,1,3,15,6,5,3-5,1-2-2-3,1-1-1-5
16,8,602,59,5,2,1,3,3,7,5,1-1-3-3,1-7,1-1-1-5
16,8,602,60,10,1,0,1,7,6,6,1-7,2-6,1-2-2-3
16,8,602,61,7,0,4,0,4,2,6,4-4,1-1-1-1-2-2,2-6
16,8,602,62,8,1,3,0,7,5,15,1-7,1-1-1-5,3-5
16,8,602,63,7,3,0,0,5,15,4,1-1-1-5,3-5,4-4
16,8,603,0,6,1,1,2,7,7,4,1-7,1-7,1-1-2-4
16,8,603,1,9,1,1,1,7,7,7,1-7,1-7,1-7
16,8,603,2,11,0,1,0,15,7,4,3-5,1-7,4-4
16,8,603,3,9,0,1,0,15,7,6,3-5,1-7,2-6
16,8,603,4,10,3,1,1,5,7,7,1-1-1-5,1-7,1-7
16,8,603,5,9,3,2,0,5,4,15,1-1-1-5,1-1-2-4,3-5
16,8,603,6,7,2,1,0,3,7,15,1-1-3-3,1-7,3-5
16,8,603,7,9,1,3,0,7,5,6,1-7,1-1-1-5,2-6
16,8,603,8,7,1,1,0,7,7,15,1-7,1-7,3-5
16,8,603,9,8,1,0,0,7,15,4,1-7,3-5,4-4
16,8,603,10,9,0,0,1,6,4,7,2-6,4-4,1-7
16,8,603,11,8,2,2,3,3,3,5,1-1-3-3,1-1-3-3,1-1-1-5
16,8,603,12,4,1,2,1,7,4,7,1-7,1-1-2-4,1-7
16,8,603,13,9,0,5,1,15,3,7,3-5,1-1-1-1-1-3,1-7
16,8,603,14,6,2,0,0,3,6,6,1-1-3-3,2-6,2-6
16,8,603,15,6,2,2,0,3,3,15,1-1-3-3,1-1-3-3,3-5
16,8,603,16,11,1,0,2,7,6,4,1-7,2-6,1-1-2-4
16,8,603,17,7,1,1,2,7,7,4,1-7,1-7,1-1-2-4
16,8,603,18,7,1,1,0,7,7,6,1-7,1-7,2-6
16,8,603,19,10,1,0,3,7,6,5,1-7,2-6,1-1-1-5
16,8,603,20,7,3,1,2,5,7,4,1-1-1-5,1-7,1-1-2-4
16,8,603,21,7,0,1,2,15,7,4,3-5,1-7,1-1-2-4
16,8,603,22,10,2,2,1,4,4,6,1-1-2-4,1-1-2-4,1-2-2-3
16,8,603,23,8,1,2,1,6,3,7,1-2-2-3,1-1-3-3,1-7
16,8,603,24,8,2,0,2,3,6,4,1-1-3-3,2-6,1-1-2-4
16,8,603,25,5,0,2,2,6,4,4,2-6,1-1-2-4,1-1-2-4
16,8,603,26,4,1,1,2,7,7,4,1-7,1-7,1-1-2-4
16,8,603,27,5,0,0,1,4,6,6,4-4,2-6,1-2-2-3
16,8,603,28,6,1,2,3,6,4,5,1-2-2-3,1-1-2-4,1-1-1-5
16,8,603,29,4,0,0,3,4,15,5,4-4,3-5,1-1-1-5
16,8,603,30,8,5,1,1,3,7,7,1-1-1-1-1-3,1-7,1-7
16,8,603,31,9,0,3,0,15,5,15,3-5,1-1-1-5,3-5
16,8,603,32,12,0,1,0,15,6,15,3-5,1-2-2-3,3-5
16,8,603,33,11,0,2,0,6,3,15,2-6,1-1-3-3,3-5
16,8,603,34,7,1,2,2,7,4,3,1-7,1-1-2-4,1-1-3-3
16,8,603,35,9,1,0,3,7,6,5,1-7,2-6,1-1-1-5
16,8,603,36,8,1,2,1,7,4,7,1-7,1-1-2-4,1-7
16,8,603,37,13,0,0,0,15,15,4,3-5,3-5,4-4
16,8,603,38,14,0,1,2,6,7,4,2-6,1-7,1-1-2-4
16,8,603,39,8,2,0,1,4,6,7,1-1-2-4,2-6,1-7
16,8,603,40,10,0,2,0,6,4,6,2-6,1-1-2-4,2-6
16,8,603,41,7,1,1,0,7,7,6,1-7,1-7,2-6
16,8,603,42,8,0,1,3,6,7,5,2-6,1-7,1-1-1-5
16,8,603,43,10,0,2,2,4,3,4,4-4,1-1-3-3,1-1-2-4
16,8,603,44,7,2,0,0,4,15,6,1-1-2-4,3-5,2-6
16,8,603,45,9,1,3,1,7,5,7,1-7,1-1-1-5,1-7
16,8,603,46,3,3,1,0,5,6,4,1-1-1-5,1-2-2-3,4-4
16,8,603,47,7,1,2,0,6,3,6,1-2-2-3,1-1-3-3,2-6
16,8,603,48,7,0,2,0,6,3,6,2-6,1-1-3-3,2-6
16,8,603,49,7,0,0,1,4,15,7,4-4,3-5,1-7
16,8,603,50,13,0,1,1,6,7,7,2-6,1-7,1-7
16,8,603,51,8,1,1,0,6,7,6,1-2-2-3,1-7,2-6
16,8,603,52,8,0,1,1,6,7,7,2-6,1-7,1-7
16,8,603,53,7,3,1,2,5,6,3,1-1-1-5,1-2-2-3,1-1-3-3
16,8,603,54,9,1,2,2,6,3,4,1-2-2-3,1-1-3-3,1-1-2-4
16,8,603,55,9,0,2,2,6,4,4,2-6,1-1-2-4,1-1-2-4
16,8,603,56,8,1,0,1,7,15,6,1-7,3-5,1-2-2-3
16,8,603,57,7,1,0,1,7,6,7,1-7,2-6,1-7
16,8,603,58,9,3,0,0,5,15,15,1-1-1-5,3-5,3-5
16,8,603,59,5,1,1,1,7,7,7,1-7,1-7,1-7
16,8,603,60,5,3,1,0,5,6,4,1-1-1-5,1-2-2-3,4-4
16,8,603,61,7,0,0,3,4,6,5,4-4,2-6,1-1-1-5
16,8,603,62,12,3,1,2,5,6,3,1-1-1-5,1-2-2-3,1-1-3-3
16,8,603,63,6,1,0,0,6,15,6,1-2-2-3,3-5,2-6
