n,m,seed,sample,input_hamming_weight,u_fixed_points,v_fixed_points,uv_fixed_points,u_order,v_order,uv_order,u_cycle_type,v_cycle_type,uv_cycle_type
12,10,603,33,9,1,0,0,9,5,12,1-9,5-5,4-6
12,10,603,34,6,0,0,2,12,8,6,4-6,2-8,1-1-2-6
12,10,603,35,7,0,1,1,21,3,12,3-7,1-3-3-3,1-2-3-4
12,10,603,36,6,0,0,0,12,21,12,4-6,3-7,4-6
12,10,603,37,10,0,0,2,5,12,15,5-5,4-6,1-1-3-5
12,10,603,38,10,0,1,2,8,9,6,2-8,1-9,1-1-2-6
12,10,603,39,6,0,2,2,21,6,15,3-7,1-1-2-6,1-1-3-5
12,10,603,40,7,0,0,2,12,12,6,4-6,4-6,1-1-2-6
12,10,603,41,5,2,1,0,4,9,12,1-1-4-4,1-9,4-6
12,10,603,42,5,1,2,3,3,15,7,1-3-3-3,1-1-3-5,1-1-1-7
12,10,603,43,8,3,0,1,7,8,12,1-1-1-7,2-8,1-2-3-4
12,10,603,44,7,1,3,2,9,6,15,1-9,1-1-1-2-2-3,1-1-3-5
12,10,603,45,6,1,0,2,12,8,15,1-2-3-4,2-8,1-1-3-5
12,10,603,46,2,1,1,0,12,12,12,1-2-3-4,1-2-3-4,4-6
12,10,603,47,6,0,3,2,5,7,15,5-5,1-1-1-7,1-1-3-5
12,10,603,48,5,1,1,0,9,12,8,1-9,1-2-3-4,2-8
12,10,603,49,5,3,2,3,7,15,7,1-1-1-7,1-1-3-5,1-1-1-7
12,10,603,50,10,1,1,0,10,12,12,1-2-2-5,1-2-3-4,4-6
12,10,603,51,7,1,0,0,9,21,5,1-9,3-7,5-5
12,10,603,52,6,0,0,0,8,21,12,2-8,3-7,4-6
12,10,603,53,4,0,0,3,6,8,6,2-2-3-3,2-8,1-1-1-2-2-3
12,10,603,54,6,1,3,4,9,7,4,1-9,1-1-1-7,1-1-1-1-2-4
12,10,603,55,6,0,0,0,6,8,8,2-2-3-3,2-8,2-8
12,10,603,56,6,2,0,0,4,12,21,1-1-4-4,4-6,3-7
12,10,603,57,4,0,0,1,12,8,9,4-6,2-8,1-9
12,10,603,58,6,3,2,1,7,4,12,1-1-1-7,1-1-4-4,1-2-3-4
12,10,603,59,4,2,0,0,6,5,8,1-1-2-6,5-5,2-8
12,10,603,60,4,1,2,0,9,6,12,1-9,1-1-2-6,4-6
12,10,603,61,6,1,2,1,9,6,10,1-9,1-1-2-6,1-2-2-5
12,10,603,62,8,1,0,2,12,12,15,1-2-3-4,4-6,1-1-3-5
12,10,603,63,4,1,0,0,9,8,8,1-9,2-8,2-8
16,10,601,0,6,0,0,0,21,8,8,3-7,2-8,2-8
16,10,601,1,5,1,0,0,9,12,8,1-9,4-6,2-8
16,10,601,2,9,1,0,2,9,21,6,1-9,3-7,1-1-2-6
16,10,601,3,9,1,1,1,9,9,9,1-9,1-9,1-9
16,10,601,4,7,2,2,0,6,6,21,1-1-2-6,1-1-2-6,3-7
16,10,601,5,10,0,0,0,8,12,12,2-8,4-6,4-6
16,10,601,6,8,0,0,3,8,21,7,2-8,3-7,1-1-1-7
16,10,601,7,6,2,1,2,15,10,15,1-1-3-5,1-2-2-5,1-1-3-5
16,10,601,8,12,1,0,2,9,12,6,1-9,4-6,1-1-2-6
16,10,601,9,9,1,2,0,10,4,21,1-2-2-5,1-1-4-4,3-7
16,10,601,10,9,1,0,1,12,12,9,1-2-3-4,4-6,1-9
16,10,601,11,8,0,0,2,8,21,15,2-8,3-7,1-1-3-5
16,10,601,12,5,0,2,1,8,15,12,2-8,1-1-3-5,1-2-3-4
16,10,601,13,7,1,3,3,12,7,6,1-2-3-4,1-1-1-7,1-1-1-2-2-3
16,10,601,14,8,1,1,0,9,12,8,1-9,1-2-3-4,2-8
16,10,601,15,8,3,1,1,7,10,12,1-1-1-7,1-2-2-5,1-2-3-4
16,10,601,16,10,0,1,2,8,12,15,2-8,1-2-3-4,1-1-3-5
16,10,601,17,4,0,1,2,12,9,6,4-6,1-9,1-1-2-6
16,10,601,18,9,2,1,2,15,9,15,1-1-3-5,1-9,1-1-3-5
16,10,601,19,7,2,1,1,4,9,12,1-1-4-4,1-9,1-2-3-4
16,10,601,20,7,0,0,1,5,12,9,5-5,4-6,1-9
16,10,601,21,9,1,1,0,9,10,8,1-9,1-2-2-5,2-8
16,10,601,22,6,3,2,1,6,2,9,1-1-1-2-2-3,1-1-2-2-2-2,1-9
16,10,601,23,4,1,1,3,9,12,7,1-9,1-2-3-4,1-1-1-7
16,10,601,24,9,0,2,0,12,6,8,4-6,1-1-2-6,2-8
16,10,601,25,11,0,0,0,8,12,8,2-8,4-6,2-8
16,10,601,26,8,1,1,1,9,10,9,1-9,1-2-2-5,1-9
16,10,601,27,7,0,1,2,8,10,15,2-8,1-2-2-5,1-1-3-5
16,10,601,28,10,1,1,1,9,10,9,1-9,1-2-2-5,1-9
16,10,601,29,11,1,0,2,9,21,6,1-9,3-7,1-1-2-6
16,10,601,30,10,0,1,1,8,12,9,2-8,1-2-3-4,1-9
16,10,601,31,7,1,0,1,9,8,9,1-9,2-8,1-9
16,10,601,32,7,0,1,6,12,9,2,4-6,1-9,1-1-1-1-1-1-2-2
16,10,601,33,8,0,0,0,5,4,12,5-5,2-2-2-4,4-6
16,10,601,34,8,3,0,1,7,12,12,1-1-1-7,4-6,1-2-3-4
16,10,601,35,9,0,1,3,12,9,7,4-6,1-9,1-1-1-7
16,10,601,36,7,2,3,2,6,7,15,1-1-2-6,1-1-1-7,1-1-3-5
16,10,601,37,8,1,1,1,9,12,10,1-9,1-2-3-4,1-2-2-5
16,10,601,38,7,1,1,0,9,9,8,1-9,1-9,2-8
16,10,601,39,9,0,2,1,8,6,9,2-8,1-1-2-6,1-9
16,10,601,40,8,0,1,1,8,9,9,2-8,1-9,1-9
16,10,601,41,8,1,1,1,12,12,9,1-2-3-4,1-2-3-4,1-9
16,10,601,42,7,2,2,1,15,6,12,1-1-3-5,1-1-2-6,1-2-3-4
16,10,601,43,10,1,1,2,10,10,6,1-2-2-5,1-2-2-5,1-1-2-6
16,10,601,44,9,0,0,1,12,21,3,4-6,3-7,1-3-3-3
16,10,601,45,8,3,0,1,7,12,3,1-1-1-7,4-6,1-3-3-3
16,10,601,46,7,1,0,0,9,5,21,1-9,5-5,3-7
16,10,601,47,6,2,2,0,4,6,5,1-1-4-4,1-1-2-6,5-5
16,10,601,48,10,1,1,0,12,12,5,1-2-3-4,1-2-3-4,5-5
16,10,601,49,6,1,0,1,12,12,12,1-2-3-4,4-6,1-2-3-4
16,10,601,50,6,0,0,4,6,21,4,2-2-3-3,3-7,1-1-1-1-2-4
16,10,601,51,9,1,0,0,10,21,8,1-2-2-5,3-7,2-8
16,10,601,52,12,1,2,0,12,6,21,1-2-3-4,1-1-2-6,3-7
16,10,601,53,8,2,4,4,15,4,4,1-1-3-5,1-1-1-1-2-4,1-1-1-1-2-4
16,10,601,54,9,0,1,3,8,10,7,2-8,1-2-2-5,1-1-1-7
16,10,601,55,5,1,2,2,12,4,6,1-2-3-4,1-1-4-4,1-1-2-6
16,10,601,56,11,2,3,2,4,6,15,1-1-4-4,1-1-1-2-2-3,1-1-3-5
16,10,601,57,7,1,2,0,10,6,21,1-2-2-5,1-1-2-6,3-7
16,10,601,58,9,1,1,2,12,10,6,1-2-3-4,1-2-2-5,1-1-2-6
16,10,601,59,6,2,0,0,15,21,8,1-1-3-5,3-7,2-8
16,10,601,60,10,0,4,1,21,4,10,3-7,1-1-1-1-2-4,1-2-2-5
16,10,601,61,12,0,1,1,21,9,10,3-7,1-9,1-2-2-5
16,10,601,62,5,0,2,1,8,15,9,2-8,1-1-3-5,1-9
16,10,601,63,7,0,1,0,12,12,8,4-6,1-2-3-4,2-8
16,10,602,0,9,0,1,3,8,12,7,2-8,1-2-3-4,1-1-1-7
16,10,602,1,10,2,0,1,15,12,12,1-1-3-5,4-6,1-2-3-4
16,10,602,2,9,2,0,0,15,12,21,1-1-3-5,4-6,3-7
16,10,602,3,4,0,0,2,21,12,15,3-7,4-6,1-1-3-5
16,10,602,4,4,1,1,2,9,9,15,1-9,1-9,1-1-3-5
16,10,602,5,5,0,0,3,8,12,7,2-8,4-6,1-1-1-7
16,10,602,6,8,1,3,2,9,7,15,1-9,1-1-1-7,1-1-3-5
16,10,602,7,10,1,2,2,12,6,6,1-2-3-4,1-1-2-6,1-1-2-6
16,10,602,8,6,1,2,2,10,6,15,1-2-2-5,1-1-2-6,1-1-3-5
16,10,602,9,6,0,0,0,6,12,21,2-2-3-3,4-6,3-7
16,10,602,10,9,2,3,1,15,7,10,1-1-3-5,1-1-1-7,1-2-2-5
16,10,602,11,9,1,0,0,12,8,12,1-2-3-4,2-8,4-6
16,10,602,12,6,1,1,1,12,9,9,1-2-3-4,1-9,1-9
16,10,602,13,12,0,2,0,8,15,6,2-8,1-1-3-5,2-2-3-3
16,10,602,14,12,1,0,1,9,5,9,1-9,5-5,1-9
16,10,602,15,6,0,0,0,12,12,5,4-6,4-6,5-5
16,10,602,16,7,0,1,0,21,9,8,3-7,1-9,2-8
16,10,602,17,4,2,0,0,4,5,8,1-1-4-4,5-5,2-8
16,10,602,18,9,1,1,1,9,12,9,1-9,1-2-3-4,1-9
16,10,602,19,8,3,1,2,7,9,6,1-1-1-7,1-9,1-1-2-6
16,10,602,20,10,1,0,1,9,12,10,1-9,4-6,1-2-2-5
16,10,602,21,9,0,0,3,8,21,7,2-8,3-7,1-1-1-7
16,10,602,22,9,1,0,3,12,5,7,1-2-3-4,5-5,1-1-1-7
16,10,602,23,6,3,0,2,7,12,6,1-1-1-7,4-6,1-1-2-6
16,10,602,24,9,0,2,1,12,6,12,4-6,1-1-2-6,1-2-3-4
16,10,602,25,11,1,1,0,9,9,21,1-9,1-9,3-7
16,10,602,26,4,0,0,0,6,8,21,2-2-3-3,2-8,3-7
16,10,602,27,8,3,1,0,7,9,8,1-1-1-7,1-9,2-8
16,10,602,28,12,2,2,1,6,6,12,1-1-2-6,1-1-2-6,1-2-3-4
16,10,602,29,12,0,0,0,8,21,21,2-8,3-7,3-7
16,10,602,30,8,0,1,0,8,9,8,2-8,1-9,2-8
16,10,602,31,6,0,1,1,5,9,9,5-5,1-9,1-9
16,10,602,32,9,1,1,0,9,9,12,1-9,1-9,4-6
16,10,602,33,6,2,0,2,15,21,6,1-1-3-5,3-7,1-1-2-6
16,10,602,34,8,1,0,0,9,5,4,1-9,5-5,2-2-2-4
16,10,602,35,11,0,2,1,8,15,10,2-8,1-1-3-5,1-2-2-5
16,10,602,36,9,1,0,0,9,8,8,1-9,2-8,2-8
16,10,602,37,8,3,2,1,7,4,9,1-1-1-7,1-1-4-4,1-9
16,10,602,38,4,1,3,2,10,7,6,1-2-2-5,1-1-1-7,1-1-2-6
16,10,602,39,8,0,1,0,5,9,21,5-5,1-9,3-7
16,10,602,40,10,1,4,1,9,4,12,1-9,1-1-1-1-2-4,1-2-3-4
16,10,602,41,8,1,0,2,10,21,6,1-2-2-5,3-7,1-1-2-6
16,10,602,42,10,0,0,1,5,21,12,5-5,3-7,1-2-3-4
16,10,602,43,10,2,1,1,6,9,9,1-1-2-6,1-9,1-9
16,10,602,44,7,1,1,0,9,12,21,1-9,1-2-3-4,3-7
16,10,602,45,7,2,0,1,15,12,9,1-1-3-5,4-6,1-9
16,10,602,46,9,0,0,2,12,8,4,4-6,2-8,1-1-4-4
16,10,602,47,7,3,1,1,7,9,9,1-1-1-7,1-9,1-9
16,10,602,48,7,1,0,1,9,8,9,1-9,2-8,1-9
16,10,602,49,7,1,0,3,9,12,7,1-9,4-6,1-1-1-7
16,10,602,50,8,1,0,2,12,12,6,1-2-3-4,4-6,1-1-2-6
16,10,602,51,10,0,1,0,8,12,21,2-8,1-2-3-4,3-7
16,10,602,52,10,1,1,0,9,3,21,1-9,1-3-3-3,3-7
16,10,602,53,10,0,0,1,5,5,9,5-5,5-5,1-9
16,10,602,54,7,1,2,2,9,15,4,1-9,1-1-3-5,1-1-4-4
16,10,602,55,7,0,1,4,8,9,3,2-8,1-9,1-1-1-1-3-3
16,10,602,56,9,0,1,1,8,12,9,2-8,1-2-3-4,1-9
16,10,602,57,4,1,0,0,9,21,21,1-9,3-7,3-7
16,10,602,58,9,1,3,1,12,7,10,1-2-3-4,1-1-1-7,1-2-2-5
16,10,602,59,5,1,2,1,9,4,9,1-9,1-1-4-4,1-9
16,10,602,60,10,1,0,0,9,8,12,1-9,2-8,4-6
16,10,602,61,7,1,1,1,12,9,9,1-2-3-4,1-9,1-9
16,10,602,62,8,1,0,2,9,8,15,1-9,2-8,1-1-3-5
16,10,602,63,7,2,0,0,15,5,8,1-1-3-5,5-5,2-8
16,10,603,0,6,2,0,5,15,12,5,1-1-3-5,4-6,1-1-1-1-1-5
16,10,603,1,9,2,2,0,6,6,6,1-1-2-6,1-1-2-6,2-2-3-3
16,10,603,2,11,0,3,1,21,7,9,3-7,1-1-1-7,1-9
16,10,603,3,9,0,0,3,21,12,7,3-7,4-6,1-1-1-7
16,10,603,4,10,1,1,0,9,9,8,1-9,1-9,2-8
16,10,603,5,9,2,1,2,15,12,6,1-1-3-5,1-2-3-4,1-1-2-6
16,10,603,6,7,1,2,1,9,6,12,1-9,1-1-2-6,1-2-3-4
16,10,603,7,9,1,0,0,9,21,12,1-9,3-7,4-6
16,10,603,8,7,1,0,1,12,12,9,1-2-3-4,4-6,1-9
16,10,603,9,8,1,2,1,10,4,12,1-2-2-5,1-1-4-4,1-2-3-4
16,10,603,10,9,0,1,1,21,9,9,3-7,1-9,1-9
16,10,603,11,8,1,1,2,9,9,15,1-9,1-9,1-1-3-5
16,10,603,12,4,0,3,0,12,7,21,4-6,1-1-1-7,3-7
16,10,603,13,9,0,1,0,8,10,12,2-8,1-2-2-5,4-6
16,10,603,14,6,2,0,3,6,12,6,1-1-2-6,4-6,1-1-1-2-2-3
16,10,603,15,6,0,2,1,4,6,12,2-2-2-4,1-1-2-6,1-2-3-4
16,10,603,16,11,0,2,1,5,6,9,5-5,1-1-2-6,1-9
16,10,603,17,7,0,1,2,21,10,6,3-7,1-2-2-5,1-1-2-6
16,10,603,18,7,0,1,1,21,10,12,3-7,1-2-2-5,1-2-3-4
16,10,603,19,10,1,0,1,9,12,12,1-9,4-6,1-2-3-4
16,10,603,20,7,1,2,3,9,15,6,1-9,1-1-3-5,1-1-1-2-2-3
16,10,603,21,7,0,0,0,12,12,5,4-6,4-6,5-5
16,10,603,22,10,2,1,0,4,9,6,1-1-4-4,1-9,2-2-3-3
16,10,603,23,8,1,1,1,9,12,12,1-9,1-2-3-4,1-2-3-4
16,10,603,24,8,1,1,0,9,12,5,1-9,1-2-3-4,5-5
16,10,603,25,5,0,3,0,8,7,21,2-8,1-1-1-7,3-7
16,10,603,26,4,4,1,0,4,12,12,1-1-1-1-2-4,1-2-3-4,4-6
16,10,603,27,5,1,1,1,9,10,10,1-9,1-2-2-5,1-2-2-5
16,10,603,28,6,1,1,0,9,12,12,1-9,1-2-3-4,4-6
16,10,603,29,4,0,1,1,21,9,9,3-7,1-9,1-9
16,10,603,30,8,1,1,1,12,12,12,1-2-3-4,1-2-3-4,1-2-3-4
16,10,603,31,9,0,1,0,12,10,12,4-6,1-2-2-5,4-6
16,10,603,32,12,0,1,1,8,9,9,2-8,1-9,1-9
16,10,603,33,11,0,1,0,5,10,21,5-5,1-2-2-5,3-7
16,10,603,34,7,1,1,0,9,9,8,1-9,1-9,2-8
16,10,603,35,9,1,0,1,12,21,12,1-2-3-4,3-7,1-2-3-4
16,10,603,36,8,3,0,1,7,12,9,1-1-1-7,4-6,1-9
16,10,603,37,13,2,2,1,15,6,10,1-1-3-5,1-1-2-6,1-2-2-5
16,10,603,38,14,1,0,1,9,12,9,1-9,4-6,1-9
16,10,603,39,8,0,1,1,21,9,9,3-7,1-9,1-9
16,10,603,40,10,1,0,0,12,12,8,1-2-3-4,4-6,2-8
16,10,603,41,7,0,0,0,8,8,4,2-8,2-8,2-2-2-4
16,10,603,42,8,1,2,0,12,2,12,1-2-3-4,1-1-2-2-2-2,4-6
16,10,603,43,10,1,0,0,9,12,12,1-9,4-6,4-6
16,10,603,44,7,1,1,0,9,9,21,1-9,1-9,3-7
16,10,603,45,9,0,2,1,5,15,9,5-5,1-1-3-5,1-9
16,10,603,46,3,1,3,2,12,7,6,1-2-3-4,1-1-1-7,1-1-2-6
16,10,603,47,7,0,1,2,12,9,4,4-6,1-9,1-1-4-4
16,10,603,48,7,1,2,0,9,6,12,1-9,1-1-2-6,4-6
16,10,603,49,7,0,1,2,21,9,6,3-7,1-9,1-1-2-6
16,10,603,50,13,0,0,2,21,4,6,3-7,2-2-2-4,1-1-2-6
16,10,603,51,8,0,1,1,5,12,9,5-5,1-2-3-4,1-9
16,10,603,52,8,2,0,0,6,8,21,1-1-2-6,2-8,3-7
16,10,603,53,7,1,2,0,9,6,8,1-9,1-1-2-6,2-8
16,10,603,54,9,1,3,0,9,7,8,1-9,1-1-1-7,2-8
16,10,603,55,9,1,2,1,9,6,9,1-9,1-1-2-6,1-9
16,10,603,56,8,2,1,1,6,12,9,1-1-2-6,1-2-3-4,1-9
16,10,603,57,7,0,2,0,12,15,12,4-6,1-1-3-5,4-6
16,10,603,58,9,1,3,3,9,7,7,1-9,1-1-1-7,1-1-1-7
16,10,603,59,5,0,1,2,12,10,6,4-6,1-2-2-5,1-1-2-6
16,10,603,60,5,1,0,1,3,8,9,1-3-3-3,2-8,1-9
16,10,603,61,7,0,1,0,8,9,12,2-8,1-9,4-6
16,10,603,62,12,2,3,1,6,7,12,1-1-2-6,1-1-1-7,1-2-3-4
16,10,603,63,6,0,1,1,8,9,9,2-8,1-9,1-9
